id,province,carcolour,hp,gender,age,lic_years,pastclaims,claims,exp_years
53669,KZN,Blue,105,0,20,2,0,0,0.993839836
53670,WC,White,93,0,29,9,1,0,2.088980151
53671,GP,Red,141,1,61,41,1,0,0.407939767
53672,KZN,Black,178,1,38,20,1,0,0.668035592
53673,KZN,Green,95,1,62,43,0,0,0.898015058
53674,MP,White,146,0,38,19,0,0,0.804928131
53675,KZN,Black,125,0,22,4,1,0,1.034907598
53676,GP,Red,120,1,82,64,2,0,0.917180014
53677,KZN,White,149,0,38,20,2,0,0.429842574
53678,KZN,White,99,1,47,28,0,0,0.27926078
53679,WC,Yellow,146,0,31,13,1,0,1.270362765
53680,EC,White,195,0,64,45,1,0,0.372347707
53681,GP,Red,144,0,19,1,4,0,0.514715948
53682,FS,Silver,71,0,66,48,0,0,0.758384668
53683,MP,Red,149,0,45,27,1,0,0.747433265
53684,KZN,Green,182,0,35,17,1,0,0.791238877
53685,FS,White,202,1,61,42,1,0,0.588637919
53686,GP,Red,50,0,35,15,2,0,0.65982204
53687,FS,Red,176,1,47,28,3,0,0.826830938
53688,EC,White,203,1,70,51,1,0,0.66255989
53689,GP,Red,159,1,52,34,2,0,0.709103354
53690,KZN,White,85,0,71,52,1,0,0.616016427
53691,EC,Black,272,0,53,34,1,0,0.717316906
53692,GP,White,254,0,22,3,1,0,0.501026694
53693,WC,Red,70,1,22,3,2,0,0.761122519
53694,NW,Silver,207,0,24,6,5,0,0.20807666
53695,EC,Blue,165,1,79,61,2,1,1.086926762
53696,EC,Silver,138,0,29,11,1,2,0.588637919
53697,WC,Red,188,1,29,10,1,1,1.352498289
53698,WC,Red,311,0,55,36,0,0,0.569472964
53699,FS,Red,254,1,58,40,1,0,1.248459959
53700,GP,Green,74,0,57,39,5,0,0.558521561
53701,GP,Silver,53,1,22,4,0,2,1.095140315
53702,KZN,White,133,0,82,63,0,0,1.149897331
53703,MP,White,52,1,28,9,1,0,1.14715948
53704,WC,Red,108,1,20,2,0,0,0.777549624
53705,KZN,Green,131,1,73,54,2,1,0.736481862
53706,WC,Red,156,0,77,59,1,1,0.462696783
53707,MP,Silver,107,1,64,45,1,0,0.676249144
53708,MP,Green,207,0,72,53,1,0,0.438056126
53709,KZN,Red,132,0,42,24,1,0,0.898015058
53710,KZN,White,84,0,38,19,1,0,0.544832307
53711,GP,Yellow,110,0,49,30,1,0,0.52019165
53712,WC,Black,164,0,52,34,1,0,0.758384668
53713,NC,Silver,71,0,86,66,1,0,0.840520192
53714,NW,Blue,69,0,60,42,1,0,1.341546886
53715,MP,White,119,0,22,3,1,0,1.675564682
53716,GP,Red,140,1,74,55,1,0,0.380561259
53717,MP,White,89,0,52,34,0,0,0.654346338
53718,GP,White,95,0,25,7,1,0,1.002053388
53719,EC,Black,111,1,83,65,1,0,0.90349076
53720,NW,Yellow,47,0,28,9,0,0,0.629705681
53721,GP,White,116,0,32,14,1,0,0.93908282
53722,KZN,Blue,161,0,69,50,2,0,0.772073922
53723,MP,White,48,1,41,21,0,0,0.424366872
53724,KZN,White,94,1,48,30,1,0,0.963723477
53725,EC,Red,94,1,74,55,0,0,0.219028063
53726,KZN,Silver,203,0,52,34,2,0,0.424366872
53727,WC,White,154,0,22,4,1,0,0.454483231
53728,NW,Silver,154,1,31,11,2,0,1.760438056
53730,GP,Red,139,0,60,41,1,0,1.032169747
53731,WC,Red,213,1,30,11,0,0,0.678986995
53732,GP,White,156,0,34,16,1,0,0.547570157
53733,NW,White,181,1,43,25,1,0,1.672826831
53734,WC,White,63,0,82,64,2,0,1.201916496
53735,EC,White,144,1,20,2,1,0,0.435318275
53736,GP,Red,192,1,67,47,0,0,0.583162218
53737,EC,White,288,0,49,30,0,0,0.895277207
53738,WC,White,75,1,43,24,0,0,0.728268309
53739,WC,Silver,268,1,21,3,0,1,0.388774812
53740,WC,Black,137,0,24,6,1,0,0.815879535
53741,WC,White,70,1,50,31,2,0,0.856947296
53742,GP,White,233,0,83,64,1,0,1.336071184
53743,WC,White,86,1,38,20,1,0,1.127994524
53744,GP,White,254,0,23,4,2,0,0.585900068
53745,NW,White,175,1,45,27,1,0,0.48733744
53746,KZN,White,85,0,47,29,1,0,0.815879535
53747,WC,Blue,248,0,57,39,1,0,0.73100616
53748,NW,White,68,0,86,67,0,0,1.051334702
53749,WC,Black,72,1,85,67,0,0,1.557837098
53750,WC,White,67,0,73,55,1,0,0.646132786
53751,WC,Green,279,0,24,6,3,0,0.574948665
53752,NW,Black,110,0,20,1,1,1,0.706365503
53753,WC,Red,161,1,52,34,0,0,1.086926762
53754,WC,White,177,0,31,13,2,0,0.83504449
53755,KZN,Black,123,1,32,13,0,0,0.594113621
53756,KZN,White,118,1,53,35,1,0,0.837782341
53757,FS,Black,76,1,49,31,1,0,0.796714579
53758,WC,Black,104,1,19,0,0,0,0.533880903
53759,EC,Yellow,115,0,28,10,0,0,1.070499658
53760,GP,Red,211,1,37,18,2,0,0.588637919
53761,GP,Silver,128,0,73,54,0,0,0.832306639
53762,KZN,Red,102,0,27,9,1,0,0.892539357
53763,GP,White,100,0,86,68,0,0,0.963723477
53764,WC,Silver,112,1,81,62,2,0,0.914442163
53765,NW,Blue,59,1,20,1,1,0,1.478439425
53766,MP,Silver,192,0,29,10,0,0,0.462696783
53767,NW,Silver,117,0,22,3,1,1,0.884325804
53768,KZN,Silver,56,0,24,6,2,0,0.59137577
53769,WC,Silver,115,1,65,46,1,0,0.832306639
53770,WC,Silver,63,1,20,2,1,0,0.859685147
53771,WC,Yellow,105,1,52,34,0,0,0.884325804
53772,KZN,Silver,74,1,69,51,1,0,0.854209446
53773,FS,Black,70,1,24,6,0,0,1.174537988
53774,MP,White,194,0,66,48,0,0,0.717316906
53775,GP,Black,33,1,52,34,0,0,0.62696783
53776,WC,White,160,0,45,27,2,0,1.204654346
53777,MP,Silver,173,1,28,10,2,0,0.205338809
53778,GP,Black,87,1,31,12,3,0,1.054072553
53779,EC,Green,78,1,33,14,2,0,1.015742642
53780,KZN,Yellow,138,0,53,35,1,0,0.27926078
53781,WC,Black,142,0,66,48,2,0,0.476386037
53782,EC,Yellow,167,0,29,11,0,0,0.596851472
53783,GP,White,139,0,20,2,1,0,0.772073922
53784,FS,Red,79,0,74,56,1,0,1.155373032
53785,WC,Silver,136,1,52,34,1,0,0.558521561
53786,GP,Green,109,0,32,13,1,0,1.212867899
53787,GP,Green,108,1,28,9,1,0,0.624229979
53788,GP,Red,126,1,22,4,0,0,0.703627652
53789,GP,Yellow,134,0,19,1,1,0,0.843258042
53790,FS,Green,44,1,31,12,0,1,1.062286105
53791,KZN,Silver,109,0,34,16,2,0,0.87063655
53792,GP,White,68,0,56,38,0,0,1.295003422
53793,KZN,White,229,1,34,16,1,0,0.717316906
53794,GP,White,203,0,45,27,3,0,0.873374401
53795,FS,Red,121,0,22,3,2,0,0.720054757
53796,FS,Green,238,1,59,40,2,0,0.676249144
53797,GP,Black,121,0,85,66,1,0,1.393566051
53798,KZN,White,159,1,81,63,2,0,0.774811773
53799,NW,Black,194,1,72,53,0,0,1.423682409
53800,EC,Yellow,177,0,23,2,0,0,1.026694045
53801,WC,Black,68,0,30,12,1,0,1.119780972
53802,GP,Yellow,199,1,59,40,0,0,1.015742642
53803,WC,Black,252,0,56,38,0,0,0.31211499
53804,GP,White,100,0,79,60,0,0,0.561259411
53805,EC,White,88,1,29,11,1,0,1.35523614
53806,EC,White,130,0,61,43,2,0,0.542094456
53807,FS,Black,93,0,40,22,1,0,0.813141684
53808,EC,White,62,0,46,27,0,0,1.01026694
53809,KZN,White,106,1,42,24,3,0,1.270362765
53810,MP,White,122,1,52,32,0,0,0.807665982
53811,MP,Red,216,0,32,14,0,1,1.021218344
53812,WC,Red,71,1,66,47,1,0,0.629705681
53813,KZN,Red,186,0,58,40,0,0,1.856262834
53814,WC,White,62,0,65,47,2,0,1.229295003
53815,NW,White,100,0,51,33,0,0,0.90349076
53816,GP,Black,144,1,61,43,2,0,0.643394935
53817,FS,Silver,112,1,50,31,1,0,0.66255989
53818,NW,White,63,1,75,56,1,0,0.917180014
53819,KZN,Red,68,1,40,22,1,0,0.65982204
53820,WC,Red,77,1,27,8,0,0,0.342231348
53821,GP,White,67,0,46,28,3,0,0.895277207
53822,WC,White,139,1,84,66,1,0,0.804928131
53823,WC,Red,260,0,34,14,2,0,0.563997262
53824,LIM,Black,135,0,26,8,1,0,1.336071184
53825,WC,Green,42,0,65,45,3,0,1.691991786
53826,FS,Silver,191,0,39,20,2,0,0.752908966
53827,NW,Red,87,0,61,43,1,0,1.812457221
53828,KZN,Black,48,0,22,4,3,0,0.580424367
53829,FS,White,74,1,67,49,0,0,1.188227242
53830,NW,Red,63,1,84,66,1,0,0.366872005
53831,MP,Red,153,1,45,25,2,0,1.054072553
53832,WC,White,47,1,58,39,3,0,0.728268309
53833,FS,White,90,1,79,61,2,0,0.558521561
53834,WC,White,68,1,24,6,0,0,0.271047228
53835,KZN,Silver,162,1,24,6,1,0,0.936344969
53836,EC,Black,89,1,66,48,0,1,1.377138946
53837,KZN,White,207,1,83,65,2,0,0.859685147
53838,GP,White,110,0,70,52,2,0,0.848733744
53839,EC,Blue,229,0,44,26,1,1,1.067761807
53840,KZN,White,97,0,29,10,1,0,1.059548255
53841,NW,White,115,1,69,49,1,1,0.952772074
53842,FS,Silver,68,1,82,64,1,0,0.457221081
53843,KZN,Red,49,0,41,23,1,0,1.004791239
53844,WC,Black,74,0,55,37,1,0,1.672826831
53845,WC,White,74,1,53,35,1,0,0.785763176
53846,NW,White,65,0,59,41,0,0,0.506502396
53847,WC,Red,47,0,48,29,0,0,1.18275154
53848,WC,Black,119,1,27,9,1,0,0.629705681
53849,WC,Blue,72,0,38,20,0,0,0.199863107
53850,GP,Silver,200,0,42,24,4,0,0.777549624
53851,KZN,Red,207,1,66,46,2,0,0.227241615
53852,WC,White,140,1,29,10,0,0,1.127994524
53853,WC,Blue,87,1,47,29,0,0,0.629705681
53855,KZN,Silver,84,0,76,58,0,0,0.635181383
53856,GP,Black,56,0,84,65,1,0,0.87063655
53857,KZN,Blue,76,0,65,47,1,0,0.399726215
53858,LIM,Silver,215,1,27,9,0,0,0.881587953
53859,FS,Red,113,0,20,2,1,0,0.744695414
53860,FS,Silver,187,0,55,36,3,0,1.108829569
53861,KZN,White,293,0,59,41,1,1,1.037645448
53862,KZN,Blue,181,0,29,10,0,0,0.821355236
53863,KZN,Black,271,0,18,0,1,0,1.316906229
53864,FS,White,144,1,77,58,1,0,1.667351129
53865,GP,White,109,0,85,67,1,0,0.539356605
53866,NW,Green,40,0,45,26,2,0,0.681724846
53867,GP,White,35,1,23,4,3,0,0.66255989
53869,WC,White,45,0,67,48,1,0,0.711841205
53870,GP,White,56,1,82,64,1,0,0.892539357
53871,WC,Black,134,0,34,16,0,0,0.993839836
53872,GP,Red,227,0,81,62,0,0,0.558521561
53873,WC,Black,94,1,53,35,1,0,0.818617385
53874,EC,White,197,1,29,10,1,1,0.632443532
53875,GP,Red,232,1,38,20,1,0,0.339493498
53876,EC,Black,139,0,24,6,1,0,1.232032854
53877,GP,Blue,129,1,40,21,1,0,0.558521561
53878,GP,Green,153,1,19,1,2,0,0.5229295
53879,WC,White,192,0,23,4,0,0,0.492813142
53880,KZN,Black,146,0,58,40,0,0,0.375085558
53881,WC,Red,76,1,85,67,0,0,0.616016427
53882,WC,Red,151,0,42,24,1,0,1.127994524
53883,KZN,Red,90,1,69,50,1,0,1.106091718
53884,WC,White,76,1,30,12,0,0,0.97467488
53886,GP,Blue,117,0,45,26,0,0,1.026694045
53887,WC,Yellow,153,1,71,52,0,0,1.092402464
53888,KZN,Black,60,0,41,23,4,0,0.449007529
53889,KZN,Yellow,142,1,48,29,1,0,0.410677618
53890,NW,Red,188,1,45,27,1,0,0.887063655
53891,GP,Yellow,74,0,23,5,1,0,0.818617385
53892,EC,Red,214,0,26,8,5,0,0.815879535
53893,EC,Black,136,1,67,48,1,0,0.377823409
53894,WC,White,226,0,52,33,3,0,0.889801506
53895,WC,White,284,0,38,19,1,0,1.32238193
53896,FS,Black,181,1,62,44,0,0,0.930869268
53897,WC,Blue,96,1,44,26,0,0,1.363449692
53898,WC,Red,70,1,44,26,1,0,0.52019165
53899,KZN,Blue,163,1,48,30,1,0,0.985626283
53900,WC,Yellow,457,0,54,35,3,0,0.232717317
53901,NC,White,129,0,78,60,2,0,0.553045859
53902,WC,Black,213,1,46,27,2,0,1.297741273
53903,EC,Black,105,1,83,65,2,0,0.840520192
53904,KZN,White,138,0,75,57,1,0,0.815879535
53905,EC,Yellow,136,0,73,54,3,1,1.180013689
53906,LIM,White,173,0,87,69,2,0,0.692676249
53907,WC,Black,206,0,29,10,0,0,0.906228611
53908,MP,Black,92,1,23,5,0,0,0.602327173
53909,GP,Red,79,0,24,5,0,0,1.089664613
53910,MP,Red,112,0,28,10,1,0,1.385352498
53911,WC,Black,154,0,73,55,1,0,0.670773443
53912,EC,White,155,0,84,65,1,0,0.605065024
53913,KZN,Blue,109,1,85,66,3,0,0.772073922
53914,WC,Green,54,0,22,3,1,0,0.605065024
53915,WC,Silver,90,1,49,31,3,1,0.402464066
53916,KZN,Silver,186,0,81,63,0,0,0.503764545
53917,KZN,Black,92,0,27,8,2,0,0.881587953
53918,FS,Black,225,1,29,10,1,0,0.952772074
53919,WC,Black,226,0,44,26,3,0,1.04312115
53920,WC,Black,165,1,84,66,1,0,0.637919233
53921,GP,White,85,1,78,59,2,0,1.155373032
53922,NC,Blue,141,0,60,42,2,0,1.127994524
53923,KZN,Red,96,1,18,0,1,0,1.196440794
53924,WC,Red,81,1,19,1,2,0,0.733744011
53925,WC,Blue,134,1,52,34,1,0,0.752908966
53926,KZN,White,134,1,64,45,4,0,0.681724846
53927,MP,Silver,84,0,23,4,0,0,0.320328542
53928,EC,White,121,0,43,25,1,0,0.851471595
53929,GP,Red,77,1,35,17,1,0,1.722108145
53930,FS,Red,76,0,62,43,3,0,0.440793977
53931,NW,Blue,67,1,22,3,2,0,1.993155373
53932,MP,Silver,61,1,49,31,1,0,0.960985626
53933,GP,Red,120,0,47,27,0,0,1.106091718
53934,NW,White,115,1,50,30,0,0,0.739219713
53935,NW,White,95,1,84,65,0,0,0.791238877
53936,GP,Red,89,0,82,64,2,0,0.761122519
53937,GP,Red,60,0,42,24,1,0,0.635181383
53938,FS,Red,134,0,67,48,3,0,0.79945243
53939,WC,Silver,110,0,75,56,0,0,0.632443532
53940,WC,Red,80,0,62,41,0,0,0.429842574
53941,KZN,Red,125,1,18,0,1,0,0.372347707
53942,WC,Black,86,0,54,36,1,0,0.955509925
53943,KZN,Blue,102,1,68,50,1,0,1.275838467
53944,WC,Blue,269,0,41,23,1,0,1.423682409
53945,FS,Red,198,1,58,39,1,0,0.815879535
53946,WC,Silver,112,1,80,62,1,0,0.323066393
53947,GP,Silver,45,0,44,25,1,0,0.41615332
53948,FS,Green,186,1,20,2,0,2,0.993839836
53949,EC,Black,150,1,18,0,2,0,0.832306639
53950,FS,Silver,147,0,57,39,0,0,1.25119781
53951,GP,Red,76,0,29,10,1,0,1.503080082
53952,NW,White,147,1,26,8,0,0,0.722792608
53953,LIM,Red,181,1,20,1,1,2,1.300479124
53954,FS,Black,187,0,26,7,2,0,1.065023956
53955,WC,White,125,0,58,40,1,0,0.468172485
53956,MP,White,43,1,76,58,1,0,1.002053388
53957,NW,Blue,140,0,87,68,1,0,0.511978097
53958,MP,Red,130,1,27,7,0,0,1.01026694
53959,GP,Black,121,0,27,9,3,0,1.451060917
53960,EC,White,162,0,22,4,1,1,0.826830938
53961,WC,White,111,0,56,37,2,1,0.848733744
53962,WC,Yellow,174,1,69,51,0,0,1.062286105
53963,WC,Black,111,1,26,7,4,0,0.966461328
53964,FS,Blue,49,0,63,45,2,0,0.262833676
53966,NW,White,83,0,18,0,1,0,0.572210815
53967,NC,Black,97,1,44,24,2,1,0.783025325
53968,GP,Black,92,0,23,4,1,1,1.475701574
53969,NW,Silver,104,1,85,65,1,0,0.83504449
53970,EC,White,264,1,84,65,1,0,0.34770705
53971,NW,Yellow,197,0,72,52,3,0,1.075975359
53972,EC,White,236,1,20,1,2,1,1.108829569
53974,NW,White,141,1,47,29,0,0,0.668035592
53975,FS,White,78,0,61,42,1,0,0.610540726
53976,KZN,Green,174,0,37,19,3,0,0.517453799
53977,GP,Blue,160,0,23,5,2,1,0.484599589
53978,GP,Black,122,0,34,15,0,1,1.108829569
53979,FS,Silver,58,0,65,47,2,1,1.28678987
53980,MP,Red,88,1,38,19,0,0,1.07871321
53981,KZN,White,142,1,52,33,0,0,0.840520192
53982,FS,Blue,165,0,33,15,2,0,0.802190281
53983,FS,Red,134,1,21,2,0,1,1.273100616
53984,MP,Green,149,0,54,36,1,0,0.525667351
53985,FS,Green,119,0,21,3,1,0,1.119780972
53986,WC,White,60,0,57,39,1,0,0.577686516
53987,GP,White,147,1,27,9,1,0,0.960985626
53988,GP,Yellow,263,1,40,22,1,1,0.977412731
53989,EC,Green,153,1,32,13,0,0,0.785763176
53990,MP,Blue,227,0,66,48,0,0,1.136208077
53991,KZN,Green,132,1,58,40,0,0,0.722792608
53992,FS,Black,78,1,32,13,1,0,1.070499658
53993,GP,Yellow,90,1,62,44,0,0,0.728268309
53994,NW,Silver,239,0,66,48,1,0,1.04312115
53995,EC,Yellow,79,1,32,13,0,0,0.361396304
53996,WC,Black,197,0,76,58,0,0,0.720054757
53997,GP,White,106,0,37,18,0,0,0.533880903
53998,EC,Silver,112,1,66,48,0,0,0.722792608
53999,GP,Red,147,1,71,53,0,0,0.561259411
54000,WC,Black,134,1,41,22,1,0,1.125256674
54001,WC,White,147,1,34,16,3,0,0.468172485
54002,WC,White,170,1,53,35,2,0,0.498288843
54003,GP,Red,77,1,49,31,2,0,0.747433265
54004,MP,Green,171,1,73,55,0,0,0.966461328
54005,EC,Red,82,1,40,21,0,0,1.097878166
54006,FS,Silver,41,0,57,38,1,0,0.632443532
54007,GP,Black,108,1,33,14,2,1,1.325119781
54008,EC,White,80,1,72,54,1,0,0.796714579
54009,EC,Blue,136,0,56,38,1,0,0.394250513
54010,WC,Red,112,0,61,42,1,0,0.681724846
54011,EC,Silver,95,1,36,18,0,0,1.171800137
54012,EC,Blue,80,1,28,9,1,0,0.676249144
54013,KZN,Black,120,1,51,33,0,0,1.133470226
54014,KZN,Silver,90,1,24,5,1,0,1.106091718
54016,MP,White,299,1,74,56,1,0,1.032169747
54017,EC,White,86,1,26,7,2,0,0.481861739
54018,WC,Yellow,113,0,84,65,0,0,0.684462697
54019,NW,Blue,101,0,36,17,2,0,0.306639288
54020,KZN,Red,196,0,31,12,1,0,1.004791239
54021,WC,White,136,1,64,46,0,0,0.31211499
54022,WC,Silver,105,0,46,27,1,0,0.761122519
54023,WC,Silver,85,0,56,38,0,0,1.004791239
54024,FS,White,87,0,70,52,1,0,1.166324435
54025,WC,White,82,0,45,27,0,0,1.158110883
54026,NW,Silver,69,0,30,11,0,0,1.407255305
54027,GP,Black,53,0,84,66,1,0,0.919917864
54029,WC,Silver,245,1,44,26,4,0,2.340862423
54030,EC,Silver,245,0,67,49,1,0,0.618754278
54031,GP,White,167,1,31,13,2,0,1.045859001
54032,WC,White,205,1,27,8,0,0,0.73100616
54033,KZN,White,171,0,76,56,0,1,1.412731006
54034,KZN,Blue,95,0,48,30,1,0,0.996577687
54035,GP,White,175,1,74,55,0,0,0.802190281
54036,NW,Silver,213,0,23,4,1,0,0.826830938
54037,WC,Silver,189,0,56,38,2,0,0.424366872
54038,GP,Blue,222,0,23,5,2,2,1.256673511
54039,WC,Silver,73,0,23,5,1,0,0.533880903
54040,LIM,White,116,0,40,21,1,0,1.040383299
54041,FS,White,68,0,69,50,0,1,0.873374401
54042,EC,White,40,0,32,12,1,0,0.506502396
54043,NW,Black,226,1,33,13,0,0,0.594113621
54044,FS,White,132,1,65,46,0,0,0.873374401
54045,NW,White,198,1,28,10,2,0,0.41889117
54046,NW,Silver,82,1,21,2,0,0,0.840520192
54047,WC,White,90,1,41,23,0,1,1.070499658
54048,MP,White,170,0,62,43,0,0,1.486652977
54049,NW,Black,170,0,73,55,2,0,0.594113621
54051,FS,Silver,55,0,18,0,0,0,0.90349076
54052,FS,Yellow,61,1,18,0,1,0,0.750171116
54053,NW,Green,57,1,29,10,0,0,0.796714579
54054,GP,White,48,1,21,2,1,0,0.553045859
54055,FS,White,57,1,79,61,1,0,0.59137577
54056,FS,Red,179,0,67,48,0,0,1.07871321
54057,WC,Red,167,1,28,9,1,0,0.687200548
54058,WC,White,200,0,29,10,0,0,0.785763176
54059,WC,White,184,1,21,3,2,1,1.571526352
54060,FS,Blue,127,1,19,1,2,0,0.470910335
54061,WC,White,121,0,40,21,2,0,0.802190281
54062,GP,Blue,53,0,22,4,0,0,0.917180014
54064,NW,Green,302,0,63,45,0,0,0.202600958
54065,KZN,White,242,0,60,42,1,1,0.596851472
54066,NC,Black,41,0,81,62,2,0,1.174537988
54067,WC,Red,226,1,86,67,5,0,0.624229979
54068,FS,White,202,1,29,11,0,0,0.429842574
54069,GP,White,132,1,82,64,0,0,0.780287474
54070,GP,Red,140,1,57,38,1,0,0.624229979
54071,KZN,White,184,1,51,33,1,1,0.714579055
54072,WC,White,109,1,45,26,1,0,1.095140315
54073,WC,Red,70,0,26,8,1,0,0.533880903
54074,KZN,White,112,0,44,26,0,0,0.829568789
54075,NW,Black,69,0,35,16,2,0,1.045859001
54076,KZN,Red,121,0,46,28,1,1,0.963723477
54077,FS,White,119,0,37,19,0,0,0.544832307
54078,WC,Yellow,126,1,20,2,1,0,0.941820671
54079,EC,White,196,0,20,1,0,0,0.528405202
54080,WC,Red,136,1,23,5,0,0,1.133470226
54081,NW,Black,148,1,86,67,1,0,0.257357974
54082,FS,Black,149,0,64,45,2,1,0.569472964
54083,WC,Yellow,80,1,62,42,1,0,0.386036961
54084,KZN,Red,127,1,20,1,0,0,0.755646817
54085,GP,White,213,0,46,28,1,0,0.449007529
54086,WC,Silver,199,1,28,9,2,0,0.607802875
54087,WC,White,122,0,20,2,0,2,0.848733744
54088,FS,White,54,0,19,0,0,1,0.684462697
54089,KZN,Red,126,1,27,9,2,0,0.238193018
54090,KZN,Red,61,1,26,8,0,0,1.626283368
54091,LIM,Green,52,1,29,10,0,0,0.780287474
54092,WC,Black,73,0,47,28,1,0,0.845995893
54093,GP,White,128,0,76,58,2,1,0.761122519
54094,WC,Black,100,0,79,60,0,0,0.262833676
54095,FS,Red,70,1,79,61,1,0,0.646132786
54096,WC,White,197,1,28,9,2,0,0.506502396
54097,GP,White,185,0,51,33,0,0,0.602327173
54098,FS,Green,146,1,27,9,1,0,1.073237509
54099,WC,Red,127,1,74,56,0,0,0.298425736
54100,EC,White,73,0,30,12,1,1,1.683778234
54101,NW,Silver,94,0,52,34,0,1,0.709103354
54102,FS,White,148,1,77,58,1,0,0.804928131
54103,MP,Green,136,1,34,15,3,1,0.865160849
54104,WC,Red,52,1,29,10,2,0,0.6954141
54105,GP,White,64,0,44,26,0,0,0.580424367
54106,EC,Green,134,0,18,0,1,0,0.889801506
54107,FS,Red,103,0,40,22,2,1,1.190965092
54108,FS,Blue,134,1,45,26,3,0,0.605065024
54109,GP,Silver,74,1,25,7,3,1,1.284052019
54110,NW,Yellow,98,1,60,41,1,0,0.720054757
54111,WC,White,89,0,20,2,4,0,0.700889802
54112,MP,Blue,44,0,25,7,1,0,1.579739904
54113,WC,White,298,0,83,64,1,0,0.873374401
54114,GP,Red,107,1,20,1,1,1,1.117043121
54115,GP,White,47,1,23,4,0,0,0.583162218
54116,KZN,Silver,123,0,67,48,2,0,0.613278576
54117,GP,Silver,69,0,68,49,3,0,0.429842574
54118,MP,Red,110,0,69,51,4,0,0.837782341
54119,EC,Green,57,1,74,56,2,0,0.700889802
54120,GP,Red,401,0,52,33,1,1,0.698151951
54121,FS,White,120,1,23,4,1,0,0.999315537
54122,WC,Blue,174,0,23,4,1,0,0.843258042
54123,KZN,White,130,1,64,45,1,0,0.479123888
54124,GP,Red,110,1,18,0,2,1,0.761122519
54125,WC,White,157,1,65,46,1,0,1.336071184
54126,WC,White,143,1,65,47,0,0,0.829568789
54127,KZN,White,231,0,86,67,4,0,1.152635181
54128,WC,White,157,1,45,27,4,0,0.813141684
54129,MP,Red,197,0,78,60,0,0,0.908966461
54131,WC,White,149,0,36,17,3,0,0.594113621
54132,WC,White,179,0,21,3,0,0,0.755646817
54133,WC,Black,64,1,56,37,1,1,0.854209446
54134,EC,Black,137,1,65,47,1,0,0.492813142
54135,WC,Black,59,0,25,7,5,0,0.498288843
54136,KZN,Yellow,114,0,58,40,0,0,0.829568789
54137,GP,Red,138,0,71,52,0,0,0.605065024
54138,NW,Red,121,0,63,44,1,0,0.323066393
54139,FS,White,105,1,23,4,1,0,0.457221081
54140,GP,Yellow,108,1,71,53,0,0,0.750171116
54141,EC,Black,178,1,23,4,5,0,0.851471595
54142,EC,White,128,0,22,4,2,0,1.210130048
54143,FS,Silver,116,0,48,30,0,0,0.588637919
54144,WC,Black,271,0,64,46,1,0,1.338809035
54145,GP,White,95,0,30,12,2,2,1.223819302
54146,NW,Black,48,0,74,56,1,0,0.621492129
54147,GP,Silver,81,0,21,3,2,0,0.635181383
54148,KZN,White,103,0,81,63,5,0,0.878850103
54149,GP,Black,190,0,62,44,2,0,1.002053388
54150,GP,White,173,1,69,50,3,0,0.966461328
54151,MP,White,74,0,57,39,0,0,0.700889802
54152,GP,White,122,1,37,19,0,0,0.553045859
54153,KZN,White,105,1,47,29,3,0,0.410677618
54154,NW,Black,204,1,75,57,1,0,0.580424367
54155,KZN,Green,71,1,65,46,0,0,0.774811773
54156,EC,White,166,1,84,65,4,0,0.971937029
54157,GP,White,61,0,34,15,1,0,0.325804244
54158,KZN,Green,67,0,61,43,0,1,0.511978097
54159,GP,Red,50,1,43,25,0,0,0.736481862
54160,NW,Silver,109,0,66,48,0,1,0.613278576
54161,WC,Red,123,0,61,43,1,0,0.73100616
54162,NW,White,51,1,19,0,0,0,1.388090349
54163,FS,Black,56,0,30,12,1,0,0.528405202
54164,KZN,White,89,1,30,11,1,0,0.38329911
54165,WC,White,49,0,19,0,1,1,1.637234771
54166,GP,Green,73,0,31,12,1,0,0.999315537
54167,EC,Silver,64,1,45,26,1,0,0.687200548
54168,WC,Blue,140,1,46,28,2,0,0.257357974
54169,NW,White,163,1,61,43,1,0,0.783025325
54170,FS,Red,72,1,40,21,1,0,0.676249144
54171,NW,White,146,1,25,6,1,0,1.314168378
54172,EC,Green,124,1,49,31,1,0,0.914442163
54173,WC,Green,204,0,20,0,3,0,1.793292266
54174,NW,White,93,1,60,42,1,1,1.056810404
54175,KZN,White,157,0,60,42,1,0,1.144421629
54177,WC,Silver,91,0,50,32,1,0,0.884325804
54178,WC,Green,82,1,55,36,1,0,0.717316906
54180,FS,White,73,1,48,30,1,0,0.533880903
54181,GP,Red,150,0,84,65,3,0,0.260095825
54182,WC,White,183,1,41,22,1,0,0.76386037
54183,KZN,Red,228,1,57,38,0,0,0.804928131
54184,FS,White,129,1,53,34,1,0,0.38329911
54185,MP,Red,339,0,21,3,1,1,0.865160849
54186,GP,Blue,145,0,70,51,1,0,1.004791239
54187,MP,Yellow,110,1,19,1,1,0,0.711841205
54188,EC,Silver,155,0,47,28,0,0,1.262149213
54189,NW,Red,269,1,23,5,1,2,0.736481862
54190,WC,Silver,49,0,18,0,1,0,1.226557153
54191,WC,White,64,0,51,33,0,0,0.876112252
54192,WC,White,81,1,75,57,2,0,1.136208077
54193,NW,White,176,1,63,44,0,0,0.646132786
54194,KZN,Silver,100,0,73,55,1,0,0.843258042
54195,FS,Blue,127,0,35,16,0,0,0.772073922
